money,name,id,owner,capital,status
3500000,海悅廣告股份有限公司,96957234,黃希文,"150,000,000",核准設立
3500000,茂楠土木包工業,38720731,邱立寰,"200,000",核准設立
3400000,柏宣建設股份有限公司,27624325,游源添,"50,000,000",核准設立
3200000,海悅開發股份有限公司,27998528,黃希文,"150,000,000",核准設立
3087303,台灣康匠製造股份有限公司,53412591,陳勇志,"40,000,000",核准設立
3000000,信善投資顧問股份有限公司,45108049,張庭瑋,"80,000,000",核准設立
3000000,旭望開發股份有限公司,85048119,謝建鐘,,核准設立
2800000,北投麗禧溫泉酒店股份有限公司,24324161,翁秀文,"721,000,000",核准設立
2700000,東徽企業股份有限公司,88663329,蔡琮翔,"1,200,000,000",核准設立
2700000,霞飛廣告股份有限公司,28192090,林輔政,"10,000,000",核准設立
2500000,新光鋼鐵股份有限公司,35836625,粟明德,"3,600,000,000",核准設立
2450000,大鋒水電工程股份有限公司,96998474,郭鵬霄,"15,000,000",核准設立
2300000,海悅地產開發股份有限公司,24493341,王俊傑,"130,000,000",核准設立
2200000,世紀離岸風電設備股份有限公司,69651695,賴文祥,"2,000,000,000",核准設立
2120000,震南鐵線股份有限公司,86540792,黃錦榮,"600,000,000",核准設立
2100000,璞真建設股份有限公司,80293577,林廷芳,"3,000,000,000",核准設立
2000000,康和綜合證券股份有限公司,23824511,鄭大宇,"15,000,000,000",核准設立
2000000,達泰投資股份有限公司,16743605,張平沼,"900,000,000",核准設立
2000000,久舜營造股份有限公司,84548046,林世貞,"500,000,000",核准設立
2000000,瓏山林事業股份有限公司,16602154,張祥山,"200,000,000",核准設立
2000000,燿華電子股份有限公司,05637971,張元銘,"7,000,000,000",核准設立
2000000,全坤建設開發股份有限公司,04921056,李勇毅,"2,980,000,000",核准設立
2000000,台北南鴻輪胎股份有限公司,84263300,張昌平,"36,000,000",核准設立
2000000,磐亞股份有限公司,05712099,王貴賢,"4,800,000,000",核准設立
2000000,常德投資股份有限公司,96970638,李盈助,"300,000,000",核准設立
2000000,寶丞鋁業有限公司,79976010,蔡清江,"20,000,000",核准設立
2000000,竣達實業股份有限公司,28408606,林鼎長,"146,913,840",核准設立
2000000,承德投資股份有限公司,16096516,姚文良,"311,000,000",核准設立
2000000,友聯建築股份有限公司,18598803,劉吉森,"100,000,000",核准設立
2000000,優良建設股份有限公司,42986584,劉育彰,"28,000,000",核准設立
2000000,春淵建設股份有限公司,24628333,賴春淵,"141,500,000",核准設立
2000000,新潤建設股份有限公司,28490128,劉毅剛,"60,000,000",核准設立
2000000,廣悅事業有限公司,24339994,郭彥君,"23,500,000",核准設立
2000000,京承能源股份有限公司,42617111,賴勁麟,"300,000,000",核准設立
2000000,兆皇投資股份有限公司,54229039,張世欣,"1,643,500,000",核准設立
2000000,力楊機電開發股份有限公司,85014997,沈家駿,"20,000,000",核准設立
2000000,環球購物中心股份有限公司,80296032,馬志綱,"4,500,000,000",核准設立
2000000,吉美建設事業股份有限公司,96964262,蔡郁君,"800,000,000",核准設立
2000000,憶聲電子股份有限公司,44955117,彭亭玉,"4,500,000,000",核准設立
2000000,德邑建設股份有限公司,80316488,陳祐德,"50,000,000",核准設立
2000000,柏昶建設股份有限公司,84385578,游元文,"160,000,000",核准設立
2000000,有限責任臺中市第二信用合作社,51814009,,,
2000000,璞全廣告股份有限公司,80172588,李忠恕,"300,000,000",核准設立
2000000,劦茂金屬股份有限公司,86176787,沈泰隆,"150,000,000",核准設立
2000000,勝昌製藥廠(股)公司,18930007,陳志中,"600,000,000",核准設立
2000000,璞毅開發股份有限公司,24969042,李忠恕,"69,000,000",核准設立
2000000,富宇建設股份有限公司,23985071,張世欣,"800,000,000",核准設立
2000000,樸群廣告股份有限公司,28676047,李忠恕,"60,000,000",核准設立
2000000,詠馨建設股份有限公司,54688033,林瑞山,"20,000,000",核准設立
2000000,包昇數位文化有限公司,53123157,陳延昶,"615,000",核准設立
2000000,富味鄉食品股份有限公司,12467902,陳昶宏,"1,500,000,000",核准設立
2000000,森鉅科技材料股份有限公司,89845559,鄭憲得,"2,500,000,000",核准設立
2000000,鑫陽鋼鐵股份有限公司,53235414,張振武,"3,000,000,000",核准設立
2000000,盛傑營造有限公司,16440757,張加章,"220,000,000",核准設立
2000000,富旺國際開發股份有限公司,97447647,林正雄,"2,000,000,000",核准設立
2000000,樸園廣告股份有限公司,28191661,李忠恕,"55,000,000",核准設立
2000000,國原營造股份有限公司,33857130,許再勝,"330,000,000",核准設立
2000000,樸新廣告股份有限公司,54180423,李忠恕,"265,000,000",核准設立
2000000,建懋投資股份有限公司,89944811,陳銀海,"70,000,000",核准設立
2000000,雲豹能源科技股份有限公司,42852207,賴勁麟,"2,000,000,000",核准設立
2000000,資豐投資股份有限公司,16437958,何繼武,"1,428,846,510",核准設立
2000000,正和鋼鐵股份有限公司,11166999,陳建帆,"250,000,000",核准設立
2000000,亞昕國際開發股份有限公司,89961389,姚連地,"5,000,000,000",核准設立
2000000,得鋐投資股份有限公司,80337097,李盈助,"1,440,000,000",核准設立
2000000,守善建設有限公司,69600319,馮應傑,"15,000,000",核准設立
2000000,兆品投資股份有限公司,54223041,張宇承,"1,235,625,000",核准設立
2000000,漢神名店百貨股份有限公司,23827290,侯嘉騏,"3,000,000,000",核准設立
2000000,禾祥投資股份有限公司,54221509,鍾堯明,"411,875,000",核准設立
2000000,旺昇工程有限公司,50813426,沈振昌,"6,000,000",核准設立
2000000,瓏山林都更股份有限公司,53548582,蔡孝宜,"5,000,000",核准設立
2000000,瓏山林地產股份有限公司,53548577,陳志棟,"500,000",核准設立
1950000,宇泰國際開發工程有限公司,24440324,蔡明揚,"30,000,000",核准設立
1950000,仁鼎國際開發股份有限公司,28217796,王悅娜,"20,000,000",核准設立
1950000,新潤興業股份有限公司,16318881,黃文辰,"1,200,000,000",核准設立
1920000,長虹建設股份有限公司,04633597,李文造,"4,000,000,000",核准設立
1910000,怡華實業股份有限公司,33144175,黃士豪,"4,500,000,000",核准設立
1903000,長春石油化學股份有限公司,11384806,廖龍星,"7,151,862,870",核准設立
1900000,億記股份有限公司,75723801,鄭志隆,"22,000,000",核准設立
1900000,高園營造有限公司,16805778,吳亭儀,"22,500,000",核准設立
1900000,美周貿易股份有限公司,12877960,李元琦,"6,000,000",核准設立
1900000,高永建設股份有限公司,89763830,徐淑美,"200,100,000",核准設立
1900000,建新國際股份有限公司,23250583,陳銀海,"2,000,000,000",核准設立
1900000,有限責任淡水第一信用合作社,37098407,,,
1900000,裕鋐投資股份有限公司,80331782,李盈助,"1,770,000,000",核准設立
1900000,達麗建設事業股份有限公司,04477420,謝志長,"4,000,000,000",核准設立
1900000,達永建設股份有限公司,86853800,莊文欽,"300,000,000",核准設立
1900000,振鑫投資股份有限公司,24743684,李金生,"241,250,000",核准設立
1900000,青新環境工程股份有限公司,16952840,張芳正,"600,000,000",核准設立
1900000,佑神電子遊戲場業股份有限公司,89411961,凃佩勳,"500,000,000",核准設立
1850000,環隆科技股份有限公司,52878846,歐正明,"2,047,460,000",核准設立
1830000,湟泰建設股份有限公司,13181898,蘇昱鵬,"35,000,000",核准設立
1830000,宏錦建設股份有限公司,80673231,錢小龍,"40,000,000",核准設立
1800000,弘鈞國際有限公司,25143069,郭彥君,"6,000,000",核准設立
1800000,中國人造纖維股份有限公司,07066907,王貴賢,"21,000,000,000",核准設立
1800000,志成股份有限公司,04633983,李添財,"400,000,000",核准設立
1700000,家瑞建設股份有限公司,84704897,郭宏健,"30,000,000",核准設立
1700000,美上鎂科技股份有限公司,13076360,楊進昌,"500,000,000",核准設立
1700000,華潤建設股份有限公司,53761393,游啟仁,"244,000,000",核准設立
1700000,漢來美食股份有限公司,80352343,賴宗成,"600,000,000",核准設立
1700000,辰宇能源股份有限公司,42616942,譚宇軒,"153,000,000",核准設立
1700000,台灣百和工業股份有限公司,09468343,鄭森煤,"3,800,000,000",核准設立
1680900,南六企業股份有限公司,75989858,,"1,000,000,000",核准設立
1660000,千如電機工業股份有限公司,45011782,徐明恩,"1,200,000,000",核准設立
1600000,金弘承營造股份有限公司,75921990,盧宗焜,"100,000,000",核准設立
1600000,大慶票券金融股份有限公司,97172915,莊隆昌,"3,291,112,500",核准設立
1600000,揚潤開發股份有限公司,42855458,黃文辰,"74,000,000",核准設立
1600000,誌磊實業股份有限公司,28867475,汪弘韶,"30,000,000",核准設立
1600000,依凡順投資有限公司,54198232,鄒飛洋,"15,000,000",核准設立
1600000,城揚建設股份有限公司,16822994,許芬蘭,"25,000,000",核准設立
1600000,慈陽金屬工業股份有限公司,88656170,蔡圖晉,"70,000,000",核准設立
1600000,文心建設股份有限公司,30821861,葉明進,"640,000,000",核准設立
1600000,力麒建設股份有限公司,86690644,郭淑珍,"9,000,000,000",核准設立
1600000,幸福水泥股份有限公司,40601248,陳兩傳,"4,986,460,460",核准設立
1580000,基宏實業股份有限公司,86377546,黃義敦,"150,000,000",核准設立
